year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes
2000,Iowa,IA,19,42,31,US President,"Browne, Harry",libertarian,FALSE,3209,1353022,20171015,NA
2000,Iowa,IA,19,42,31,US President,"Hagelin, John",nominated by petition,FALSE,2281,1353022,20171015,NA
2000,Iowa,IA,19,42,31,US President,Scattering,,FALSE,1168,1353022,20171015,NA
2000,Iowa,IA,19,42,31,US President,"Phillips, Howard",constitution party,FALSE,613,1353022,20171015,NA
2000,Iowa,IA,19,42,31,US President,"Harris, James",socialist workers,FALSE,190,1353022,20171015,NA
2000,Iowa,IA,19,42,31,US President,"McReynolds, David",socialist,FALSE,107,1353022,20171015,NA
2000,Kansas,KS,20,47,32,US President,"Bush, George W.",republican,FALSE,622332,1072216,20171015,NA
2000,Kansas,KS,20,47,32,US President,"Gore, Al",democrat,FALSE,399276,1072216,20171015,NA
2000,Kansas,KS,20,47,32,US President,,independent,FALSE,37459,1072216,20171015,NA
2000,Kansas,KS,20,47,32,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7370,1072216,20171015,NA
2000,Kansas,KS,20,47,32,US President,"Browne, Harry",libertarian,FALSE,4525,1072216,20171015,NA
2000,Kansas,KS,20,47,32,US President,"Phillips, Howard",constitution party,FALSE,1254,1072216,20171015,NA
2000,Kentucky,KY,21,61,51,US President,"Bush, George W.",republican,FALSE,872520,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,"Gore, Al",democrat,FALSE,638923,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,"Nader, Ralph",green,FALSE,23118,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4152,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,"Browne, Harry",libertarian,FALSE,2885,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,"Hagelin, John",natural law,FALSE,1513,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,,constitution party,FALSE,915,1544106,20171015,NA
2000,Kentucky,KY,21,61,51,US President,,,TRUE,80,1544106,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Bush, George W.",republican,FALSE,927871,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Gore, Al",democrat,FALSE,792344,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Nader, Ralph",green,FALSE,20473,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,14356,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Phillips, Howard",constitution party,FALSE,5483,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Browne, Harry",libertarian,FALSE,2951,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Harris, James",socialist workers,FALSE,1103,1765656,20171015,NA
2000,Louisiana,LA,22,72,45,US President,"Hagelin, John",natural law,FALSE,1075,1765656,20171015,NA
2000,Maine,ME,23,11,2,US President,"Gore, Al",democrat,FALSE,319951,651817,20171015,NA
2000,Maine,ME,23,11,2,US President,"Bush, George W.",republican,FALSE,286616,651817,20171015,NA
2000,Maine,ME,23,11,2,US President,"Nader, Ralph",green,FALSE,37127,651817,20171015,NA
2000,Maine,ME,23,11,2,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4443,651817,20171015,NA
2000,Maine,ME,23,11,2,US President,"Browne, Harry",libertarian,FALSE,3074,651817,20171015,NA
2000,Maine,ME,23,11,2,US President,"Phillips, Howard",constitution party,FALSE,579,651817,20171015,NA
2000,Maine,ME,23,11,2,US President,Other,,FALSE,27,651817,20171015,NA
2000,Maryland,MD,24,52,52,US President,"Gore, Al",democrat,FALSE,1144008,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,"Bush, George W.",republican,FALSE,813827,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,"Nader, Ralph",green,FALSE,53768,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,"Browne, Harry",libertarian,FALSE,5310,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4248,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,,,TRUE,1656,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,Other,,FALSE,1477,2025212,20171015,NA
2000,Maryland,MD,24,52,52,US President,"Phillips, Howard",constitution party,FALSE,918,2025212,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,"Gore, Al",democrat,FALSE,1616487,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,"Bush, George W.",republican,FALSE,878502,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,"Nader, Ralph",green,FALSE,173564,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,Blank Vote/Scattering,,FALSE,31022,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,"Browne, Harry",libertarian,FALSE,16366,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,11149,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,Other,,FALSE,3990,2733964,20171015,NA
2000,Massachusetts,MA,25,14,3,US President,"Hagelin, John",unenrolled,FALSE,2884,2733964,20171015,NA
2000,Michigan,MI,26,34,23,US President,"Gore, Al",democrat,FALSE,2170418,4232501,20171015,NA
2000,Michigan,MI,26,34,23,US President,"Bush, George W.",republican,FALSE,1953139,4232501,20171015,NA
2000,Michigan,MI,26,34,23,US President,"Nader, Ralph",green,FALSE,84165,4232501,20171015,NA
2000,Michigan,MI,26,34,23,US President,"Browne, Harry",libertarian,FALSE,16711,4232501,20171015,NA
2000,Michigan,MI,26,34,23,US President,"Phillips, Howard",u.s. taxpayers party,FALSE,3791,4232501,20171015,NA
2000,Michigan,MI,26,34,23,US President,"Hagelin, John",natural law,FALSE,2426,4232501,20171015,NA
2000,Michigan,MI,26,34,23,US President,,,TRUE,1851,4232501,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Gore, Al",democratic-farmer-labor,FALSE,1168266,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Bush, George W.",republican,FALSE,1109659,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Nader, Ralph",green,FALSE,126696,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Buchanan, Patrick """"Pat""""",reform party minnesota,FALSE,22166,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Browne, Harry",libertarian,FALSE,5282,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Phillips, Howard",constitution party,FALSE,3272,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2294,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,"Harris, James",socialist workers,FALSE,1022,2438685,20171015,NA
2000,Minnesota,MN,27,41,33,US President,,,TRUE,28,2438685,20171015,NA
2000,Mississippi,MS,28,64,46,US President,"Bush, George W.",republican,FALSE,572844,994184,20171015,NA
2000,Mississippi,MS,28,64,46,US President,"Gore, Al",democrat,FALSE,404614,994184,20171015,NA
2000,Mississippi,MS,28,64,46,US President,,independent,FALSE,8735,994184,20171015,NA
2000,Mississippi,MS,28,64,46,US President,"Phillips, Howard",constitution party,FALSE,3267,994184,20171015,NA
2000,Mississippi,MS,28,64,46,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2265,994184,20171015,NA
2000,Mississippi,MS,28,64,46,US President,"Browne, Harry",libertarian,FALSE,2009,994184,20171015,NA
2000,Mississippi,MS,28,64,46,US President,"Hagelin, John",natural law,FALSE,450,994184,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Bush, George W.",republican,FALSE,1189924,2359892,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Gore, Al",democrat,FALSE,1111138,2359892,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Nader, Ralph",green,FALSE,38515,2359892,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,9818,2359892,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Browne, Harry",libertarian,FALSE,7436,2359892,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Phillips, Howard",constitution party,FALSE,1957,2359892,20171015,NA
2000,Missouri,MO,29,43,34,US President,"Hagelin, John",natural law,FALSE,1104,2359892,20171015,NA
2000,Montana,MT,30,81,64,US President,"Bush, George W.",republican,FALSE,240178,410986,20171015,NA
2000,Montana,MT,30,81,64,US President,"Gore, Al",democrat,FALSE,137126,410986,20171015,NA
2000,Montana,MT,30,81,64,US President,"Nader, Ralph",green,FALSE,24437,410986,20171015,NA
2000,Montana,MT,30,81,64,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5697,410986,20171015,NA
2000,Montana,MT,30,81,64,US President,"Browne, Harry",libertarian,FALSE,1718,410986,20171015,NA
2000,Montana,MT,30,81,64,US President,"Phillips, Howard",constitution party,FALSE,1155,410986,20171015,NA
2000,Montana,MT,30,81,64,US President,"Hagelin, John",natural law,FALSE,675,410986,20171015,NA
2000,Nebraska,NE,31,46,35,US President,"Bush, George W.",republican,FALSE,433862,697019,20171015,NA
2000,Nebraska,NE,31,46,35,US President,"Gore, Al",democrat,FALSE,231780,697019,20171015,NA
2000,Nebraska,NE,31,46,35,US President,"Nader, Ralph",green,FALSE,24540,697019,20171015,NA
2000,Nebraska,NE,31,46,35,US President,,nominated by petition,FALSE,4114,697019,20171015,NA
2000,Nebraska,NE,31,46,35,US President,"Browne, Harry",libertarian,FALSE,2245,697019,20171015,NA
2000,Nebraska,NE,31,46,35,US President,,natural law,FALSE,478,967019,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Bush, George W.",republican,FALSE,301575,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Gore, Al",democrat,FALSE,279978,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Nader, Ralph",green,FALSE,15008,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Buchanan, Patrick """"Pat""""",citizens first,FALSE,4747,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,None Of These Candidates,,FALSE,3315,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Browne, Harry",libertarian,FALSE,3311,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Phillips, Howard",independent american,FALSE,621,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,"Hagelin, John",natural law,FALSE,415,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,Blank Vote,,FALSE,282,609426,20171015,NA
2000,Nevada,NV,32,88,65,US President,Over Vote,,FALSE,174,609426,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,"Bush, George W.",republican,FALSE,273559,569081,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,"Gore, Al",democrat,FALSE,266348,569081,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,"Nader, Ralph",green,FALSE,22198,569081,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,"Browne, Harry",libertarian,FALSE,2757,569081,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,"Buchanan, Patrick """"Pat""""",independence,FALSE,2615,569081,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,,,TRUE,1276,569081,20171015,NA
2000,New Hampshire,NH,33,12,4,US President,,constitution party,FALSE,328,569081,20171015,NA
2000,New Jersey,NJ,34,22,12,US President,"Gore, Al",democrat,FALSE,1788850,3187226,20171015,NA
2000,New Jersey,NJ,34,22,12,US President,"Bush, George W.",republican,FALSE,1284173,3187226,20171015,NA
2000,New Jersey,NJ,34,22,12,US President,,independent,FALSE,114203,3187226,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Gore, Al",democrat,FALSE,286783,598605,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Bush, George W.",republican,FALSE,286417,598605,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Nader, Ralph",green,FALSE,21251,598605,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Browne, Harry",libertarian,FALSE,2058,598605,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,1392,598605,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Hagelin, John",natural law,FALSE,361,598605,20171015,NA
2000,New Mexico,NM,35,85,66,US President,"Phillips, Howard",constitution party,FALSE,343,598605,20171015,NA
2000,New York,NY,36,21,13,US President,"Gore, Al",democrat,FALSE,3942215,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Bush, George W.",republican,FALSE,2258577,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Nader, Ralph",green,FALSE,244030,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Bush, George W.",conservative,FALSE,144797,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,Blank Vote/Scattering,,FALSE,138216,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Gore, Al",working families,FALSE,88395,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Gore, Al",liberal party,FALSE,77087,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Buchanan, Patrick """"Pat""""",right-to-life,FALSE,25175,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Hagelin, John",independence,FALSE,24361,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Browne, Harry",libertarian,FALSE,7649,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,6424,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Harris, James",socialist workers,FALSE,1789,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,"Phillips, Howard",constitution party,FALSE,1498,6960215,20171015,NA
2000,New York,NY,36,21,13,US President,,socialist,TRUE,2,6960215,20171015,NA
2000,North Carolina,NC,37,56,47,US President,"Bush, George W.",republican,FALSE,1631163,2914990,20171015,NA
2000,North Carolina,NC,37,56,47,US President,"Gore, Al",democrat,FALSE,1257692,2914990,20171015,NA
2000,North Carolina,NC,37,56,47,US President,"Browne, Harry",libertarian,FALSE,13891,2914990,20171015,NA
2000,North Carolina,NC,37,56,47,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,8874,2914990,20171015,NA
2000,North Carolina,NC,37,56,47,US President,Not Designated,socialist,FALSE,3370,2914990,20171015,NA
2000,North Dakota,ND,38,44,36,US President,"Bush, George W.",republican,FALSE,174852,288256,20171015,NA
2000,North Dakota,ND,38,44,36,US President,"Gore, Al",democrat,FALSE,95284,288256,20171015,NA
2000,North Dakota,ND,38,44,36,US President,,independent,FALSE,10459,288256,20171015,NA
2000,North Dakota,ND,38,44,36,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7288,288256,20171015,NA
2000,North Dakota,ND,38,44,36,US President,"Phillips, Howard",constitution party,FALSE,373,288256,20171015,NA
2000,Ohio,OH,39,31,24,US President,"Bush, George W.",republican,FALSE,2350363,4701998,20171015,NA
2000,Ohio,OH,39,31,24,US President,"Gore, Al",democrat,FALSE,2183628,4701998,20171015,NA
2000,Ohio,OH,39,31,24,US President,Not Designated,,FALSE,148353,4701998,20171015,NA
2000,Ohio,OH,39,31,24,US President,"Browne, Harry",libertarian,FALSE,13473,4701998,20171015,NA
2000,Ohio,OH,39,31,24,US President,"Hagelin, John",natural law,FALSE,6181,4701998,20171015,NA
2000,Oklahoma,OK,40,73,53,US President,"Bush, George W.",republican,FALSE,744337,1234229,20171015,NA
2000,Oklahoma,OK,40,73,53,US President,"Gore, Al",democrat,FALSE,474276,1234229,20171015,NA
2000,Oklahoma,OK,40,73,53,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,9014,1234229,20171015,NA
2000,Oklahoma,OK,40,73,53,US President,"Browne, Harry",libertarian,FALSE,6602,1234229,20171015,NA
2000,Oregon,OR,41,92,72,US President,"Gore, Al",democrat,FALSE,720342,1533950,20171015,NA
2000,Oregon,OR,41,92,72,US President,"Bush, George W.",republican,FALSE,713577,1533950,20171015,NA
2000,Oregon,OR,41,92,72,US President,"Nader, Ralph",green,FALSE,77357,1533950,20171015,NA
